ID,Latitude,Longitude,Occurrence Status
ID_TR_C36EBE,-33.143,148.172,1
ID_TR_838727,-36.645971,149.77768,1
ID_TR_A3EC0B,-33.392238,146.040762,1
ID_TR_AC983C,-37.345224,140.524447,0
ID_TR_52DFA6,-36.7951,145.481,1
ID_TR_64EC85,-35.775,147.105137,0
ID_TR_0BDB8A,-33.915392,146.352819,0
ID_TR_FB9DC0,-36.1779,146.896,1
ID_TR_B19FF2,-32.272749,148.207426,0
ID_TR_E275CD,-38.9364,146.256,1
ID_TR_BA31DA,-36.457432,143.220523,0
ID_TR_30626A,-37.576637,141.115317,0
ID_TR_2253AE,-37.523369,143.862354,0
ID_TR_221C38,-38.006714,143.273552,1
ID_TR_734897,-37.612603,143.804811,0
ID_TR_53B656,-36.834648,142.98532,0
ID_TR_9FCBB2,-37.757897,145.182154,1
ID_TR_2629C0,-37.083777,148.670455,0
ID_TR_FBD943,-34.579233,150.346271,1
ID_TR_EF3743,-36.3209,148.467,1
ID_TR_44EAA5,-37.222784,147.78723,0
ID_TR_C21C97,-37.493195,144.582977,1
ID_TR_BFC835,-35.785869,142.332049,0
ID_TR_1C438A,-36.280679,141.698809,1
ID_TR_7A2D79,-32.619488,148.806932,0
ID_TR_63EEC2,-34.3679,146.568227,0
ID_TR_98CE09,-38.389427,144.93007,1
ID_TR_18DB0F,-32.470873,148.709698,0
ID_TR_3875F9,-36.5132,149.284,1
ID_TR_B84067,-36.010301,148.395628,0
ID_TR_F70A5F,-36.44,146.975,1
ID_TR_046A5A,-35.1113,146.245,1
ID_TR_62816D,-32.596039,147.995205,0
ID_TR_CE9684,-35.122613,143.755824,0
ID_TR_D3DA84,-34.23,146.031,1
ID_TR_88571C,-37.717618,148.389295,0
ID_TR_FAF398,-36.553711,148.837685,1
ID_TR_00B3F9,-37.201636,150.017592,1
ID_TR_7A88A1,-36.892004,148.362456,0
ID_TR_97B7C3,-32.292384,148.717153,1
ID_TR_39086A,-33.846348,145.96004,0
ID_TR_8A0357,-37.70858,147.704527,1
ID_TR_7654E5,-36.156692,143.909918,0
ID_TR_0843BB,-32.766233,146.746256,0
ID_TR_EC787D,-32.062362,149.607455,0
ID_TR_A98E72,-35.342132,144.898747,0
ID_TR_3DDE43,-34.417926,150.852763,1
ID_TR_41C58E,-37.376264,148.091533,0
ID_TR_136FD5,-33.6066,148.881,1
ID_TR_8D4EE6,-36.234549,148.144877,0
ID_TR_6504B5,-34.539233,150.38699,1
ID_TR_C0D2DD,-34.762772,148.818799,1
ID_TR_96B2DC,-37.6087,143.588,1
ID_TR_20853D,-35.966597,144.763711,0
ID_TR_97634F,-36.894442,149.904114,1
ID_TR_B59C6C,-36.5188,148.546,1
ID_TR_62159E,-33.204088,148.115244,0
ID_TR_71CDFD,-37.825993,145.650391,1
ID_TR_975A38,-34.40203,149.528429,1
ID_TR_15445D,-35.968141,143.85083,0
ID_TR_C4CBA1,-32.347288,148.240359,0
ID_TR_ACD53E,-34.443138,150.288696,1
ID_TR_351D12,-37.99335,142.551067,0
ID_TR_A284E2,-37.144671,142.821387,1
ID_TR_3E3959,-36.462525,149.892383,1
ID_TR_113749,-37.776262,140.759887,0
ID_TR_2D113E,-33.756348,150.623362,1
ID_TR_9E398A,-34.3908,150.164,1
ID_TR_7155F8,-38.173584,146.246452,1
ID_TR_08144D,-32.9618,149.856,1
ID_TR_1BBD95,-37.470151,143.939603,1
ID_TR_F1A9FD,-35.7631,150.152,1
ID_TR_7F1714,-38.434084,146.380569,1
ID_TR_43AC92,-34.4713,150.373,1
ID_TR_7DEB09,-34.676535,150.803491,1
ID_TR_63A353,-37.535148,142.452391,0
ID_TR_BCED21,-34.050543,151.085609,1
ID_TR_223F47,-36.322334,149.426946,0
ID_TR_28EAA8,-35.644684,150.095736,1
ID_TR_0159C4,-36.229259,147.119806,0
ID_TR_F09A40,-35.01393,150.623344,1
ID_TR_6FDA17,-33.3345,148.673,1
ID_TR_704C38,-38.359012,144.249017,1
ID_TR_AAC6C8,-34.756337,149.848336,1
ID_TR_C4A8D5,-37.6937,144.041,1
ID_TR_8E8FEC,-37.057111,140.969942,0
ID_TR_5116D8,-36.863178,146.273992,0
ID_TR_C7497D,-37.596,144.423,1
ID_TR_809919,-38.047679,142.115288,0
ID_TR_089D20,-33.247874,150.377978,0
ID_TR_08493B,-34.730723,145.995689,0
ID_TR_D01169,-37.692474,145.331964,1
ID_TR_A41D25,-37.8789,145.251,1
ID_TR_D500C4,-33.8617,150.794,1
ID_TR_CEF707,-38.2233,146.429,1
ID_TR_8A81B2,-37.160591,141.000425,0
ID_TR_4CA742,-37.117398,143.336281,0
ID_TR_7092A8,-37.9996,146.968,1
ID_TR_ECE6DC,-36.869071,145.029205,0
ID_TR_6D41E2,-36.838673,144.154321,1
ID_TR_2BDBBF,-38.6194,146.151,1
ID_TR_D4F40A,-34.5434,150.362,1
ID_TR_9489EB,-37.9132,145.094,1
ID_TR_035328,-36.015441,149.583354,0
ID_TR_F23E49,-33.7,149.7,1
ID_TR_FF6BFE,-38.02465,145.182178,0
ID_TR_0DA3A1,-36.555969,148.565971,1
ID_TR_EC1673,-32.106977,148.278871,0
ID_TR_81C7B0,-37.783508,145.036369,1
ID_TR_234419,-38.502978,146.918418,0
ID_TR_A0B9A6,-37.9324,144.747,1
ID_TR_D0F724,-37.474594,145.394608,1
ID_TR_0E2111,-33.750366,150.858785,1
ID_TR_AB280A,-34.749088,144.629468,0
ID_TR_6DD89D,-36.862545,144.493078,0
ID_TR_6ECF7F,-37.471591,142.30454,0
ID_TR_89B3EC,-34.051147,151.025699,1
ID_TR_CE1A08,-33.816968,146.302553,0
ID_TR_3AD688,-38.4108,145.874,1
ID_TR_293755,-33.878357,150.833147,1
ID_TR_7F971F,-37.5363,143.85,1
ID_TR_4D24D9,-36.905959,149.869805,1
ID_TR_4AE0F4,-33.1871,149.52,1
ID_TR_EFEFB6,-37.684773,141.653768,0
ID_TR_5224A5,-33.7629,150.891,1
ID_TR_C1EA24,-34.8917,150.61,1
ID_TR_9732F4,-33.97661,145.651084,0
ID_TR_6FDB47,-37.369234,144.153928,1
ID_TR_736C79,-37.896573,145.118636,0
ID_TR_C29B6C,-38.104496,142.434415,0
ID_TR_3696CC,-37.441993,148.26794,0
ID_TR_EA493C,-36.471931,144.855184,0
ID_TR_A3A730,-33.905632,149.122581,0
ID_TR_1428C7,-36.496363,145.007617,0
ID_TR_0F7F43,-34.801665,149.707971,0
ID_TR_2BD59B,-35.54429,147.444427,0
ID_TR_129188,-33.983283,144.86719,0
ID_TR_81BECC,-36.616568,141.230631,0
ID_TR_127A8F,-38.461547,146.655284,0
ID_TR_3028CA,-36.4422,146.387,1
ID_TR_E17C20,-35.666467,150.291105,1
ID_TR_24D1B2,-37.595126,144.822319,1
ID_TR_76100F,-34.5486,144.492,1
ID_TR_CD633B,-35.427571,150.358215,1
ID_TR_64B1FD,-33.830632,148.708773,1
ID_TR_98DDD9,-34.473283,147.553451,0
ID_TR_115E99,-36.614949,148.968765,0
ID_TR_D8A40D,-35.93649,142.300437,0
ID_TR_A2C079,-32.9969,149.73,1
ID_TR_22A756,-38.151191,143.113398,0
ID_TR_C7214C,-37.891684,143.363338,1
ID_TR_8ABC13,-34.078,150.702,1
ID_TR_C88B5F,-33.942747,150.97891,1
ID_TR_4020CB,-37.2038,145.505,1
ID_TR_D7FF90,-38.579915,146.198231,1
ID_TR_E5BA88,-38.683717,146.219214,0
ID_TR_0CA196,-37.55627,142.702906,0
ID_TR_C57DC3,-37.343885,144.178783,1
ID_TR_D131A3,-35.421151,149.240612,1
ID_TR_F154FD,-37.0558,144.448,1
ID_TR_C3D54A,-33.153708,145.860818,0
ID_TR_DFED63,-33.626091,148.96231,0
ID_TR_EFEFC6,-35.2011,149.214,1
ID_TR_C8105E,-36.493443,147.794065,0
ID_TR_50068F,-36.3806,145.357,1
ID_TR_730E72,-37.001066,141.027348,0
ID_TR_A39FEC,-35.997618,147.143693,1
ID_TR_9A1E94,-38.36792,146.437301,1
ID_TR_A6C5E9,-33.6925,150.715,1
ID_TR_32A0CB,-34.480213,150.896094,1
ID_TR_199822,-34.732942,149.701772,1
ID_TR_27B53B,-34.306293,148.52279,1
ID_TR_E086F9,-38.191204,147.320089,0
ID_TR_679BF1,-37.058192,146.113427,1
ID_TR_DE9541,-36.776926,149.956099,1
ID_TR_A2DC76,-37.391186,149.217185,0
ID_TR_2F8B45,-37.5522,143.9,1
ID_TR_EB5F89,-38.22526,143.93965,1
ID_TR_781AA8,-34.658173,149.556423,1
ID_TR_CD2164,-34.8198,146.468,1
ID_TR_C450F2,-34.496064,150.774883,1
ID_TR_96A070,-34.719037,149.330013,0
ID_TR_383E6D,-37.59783,144.233125,1
ID_TR_2E86DE,-33.966238,150.369474,0
ID_TR_3522E5,-37.8798,145.183,1
ID_TR_83AD27,-35.946277,148.626597,1
ID_TR_D9A039,-33.70148,150.935354,1
ID_TR_32417A,-37.548218,144.737982,1
ID_TR_24849C,-36.2506,144.958,1
ID_TR_F87485,-33.286229,149.069593,1
ID_TR_8F5CF9,-37.732677,147.672859,1
ID_TR_501B21,-35.155594,148.899806,0
ID_TR_CD9539,-32.4835,149.745453,0
ID_TR_5CA48D,-36.675594,145.097665,0
ID_TR_AE1BAC,-33.65009,148.258303,0
ID_TR_238440,-36.492446,148.27412,1
ID_TR_E8B0D2,-38.0274,146.808,1
ID_TR_121CD3,-36.03808,146.992581,1
ID_TR_66AD39,-34.326056,145.684396,0
ID_TR_B05715,-35.820469,144.950463,0
ID_TR_F99B4D,-34.070536,150.840262,1
ID_TR_A24607,-37.221634,147.612377,1
ID_TR_6551DB,-36.469534,144.794683,0
ID_TR_5779DC,-31.601843,149.539764,0
ID_TR_6B6AF6,-36.185625,146.982207,0
ID_TR_7B042B,-33.769164,144.936943,0
ID_TR_342D8B,-36.735744,146.807344,1
ID_TR_B8A455,-36.273491,144.420754,0
ID_TR_0A4D47,-37.175364,142.418959,1
ID_TR_E7DEEF,-36.838623,141.561818,0
ID_TR_675403,-34.614944,144.44378,0
ID_TR_F0E294,-37.815001,144.076695,0
ID_TR_E6D523,-32.2841,149.753,1
ID_TR_E125CC,-35.768758,148.890561,0
ID_TR_914DCB,-37.807554,145.263729,1
ID_TR_B3BABF,-33.832577,147.931652,0
ID_TR_A4C67D,-33.251192,150.194997,1
ID_TR_153F7F,-32.442642,146.889366,0
ID_TR_C9329F,-37.092,142.432,1
ID_TR_9251DA,-37.2,141.9,1
ID_TR_7F0C2E,-33.455018,149.153332,1
ID_TR_3A68C1,-35.429802,146.1661,0
ID_TR_B77C07,-36.953971,143.058377,0
ID_TR_A47529,-33.723612,150.371252,1
ID_TR_0CF3E2,-35.1794,149.115,1
ID_TR_69015E,-38.6486,145.689,1
ID_TR_2FBBA6,-37.7007,140.648,1
ID_TR_24815E,-33.746321,150.465081,1
ID_TR_5E6996,-35.331196,143.563494,1
ID_TR_8EA525,-33.574239,150.594583,0
ID_TR_9C628B,-37.0584,149.907,1
ID_TR_C1C5CF,-32.627984,147.979531,0
ID_TR_612802,-37.785877,148.570798,1
ID_TR_6A1DC6,-37.6859,145.09,1
ID_TR_12E35B,-37.071828,143.745146,1
ID_TR_FF5AC7,-37.102713,146.001995,1
ID_TR_702CE5,-32.57494,149.810355,1
ID_TR_4B15A1,-34.912098,149.523705,0
ID_TR_10EC78,-36.039987,146.984819,1
ID_TR_C0D86C,-38.5896,146.187,1
ID_TR_2FD96D,-34.557202,150.849656,1
ID_TR_7DAE8E,-37.6414,145.188,1
ID_TR_CB8023,-33.016491,148.666705,0
ID_TR_A82E8C,-31.799185,148.927213,0
ID_TR_BF0A0C,-37.9532,143.374,1
ID_TR_2ACFF8,-35.205962,146.891316,0
ID_TR_8B387B,-36.89374,143.92384,0
ID_TR_50B0C0,-36.324784,149.330862,0
ID_TR_36066B,-37.778554,144.011381,0
ID_TR_F0B318,-34.5542,150.265,1
ID_TR_B545A4,-36.81701,145.162481,0
ID_TR_72F1FB,-35.6475,145.573,1
ID_TR_782C39,-34.4274,150.88,1
ID_TR_EC8369,-35.196401,149.12529,1
ID_TR_44F240,-35.686443,147.783451,0
ID_TR_69A096,-35.798049,147.569276,0
ID_TR_4A6F3C,-34.059223,151.129939,1
ID_TR_72CB3C,-33.08026,149.6877,1
ID_TR_BA4204,-32.141763,147.228411,0
ID_TR_88776B,-31.9279,149.614,1
ID_TR_B6AE3B,-32.220112,149.755871,0
ID_TR_52AD05,-32.55937,146.511389,0
ID_TR_5D8917,-34.944088,149.247691,1
ID_TR_CB3F01,-36.079,146.916,1
ID_TR_659A45,-38.3694,144.784,1
ID_TR_D46296,-38.137195,146.334709,1
ID_TR_66421A,-37.386791,146.975886,0
ID_TR_27888A,-34.878216,148.992457,1
ID_TR_A03E25,-38.271638,145.152583,0
ID_TR_A1DD04,-38.251166,146.132309,0
ID_TR_67FE0C,-34.0765,150.725,1
ID_TR_8643C6,-37.542053,143.825308,1
ID_TR_7B297B,-36.209312,142.499824,0
ID_TR_09DE6C,-34.825719,149.825154,1
ID_TR_84426F,-35.707105,150.244894,1
ID_TR_039EA7,-38.24165,146.9078,0
ID_TR_529028,-38.018397,143.394365,1
ID_TR_70F296,-35.514916,148.922275,1
ID_TR_93F5F4,-37.806533,143.170437,0
ID_TR_DD0EBA,-37.437624,144.553433,0
ID_TR_907178,-37.792812,142.677855,0
ID_TR_88EBAD,-34.8688,148.811,1
ID_TR_9F3D61,-34.8499,150.576,1
ID_TR_05A5C7,-35.354003,150.375798,1
ID_TR_3B39A6,-35.1927,143.395,1
ID_TR_F82F63,-32.019296,147.713458,0
ID_TR_5CB92A,-36.199658,149.766728,1
ID_TR_B0A90C,-37.302713,147.751844,1
ID_TR_AFDB16,-34.0182,151.07,1
ID_TR_92AC9C,-33.482749,148.415483,0
ID_TR_13C85A,-37.148982,145.276147,1
ID_TR_26EEFA,-37.777287,149.16058,0
ID_TR_4E1007,-38.099412,143.801679,1
ID_TR_B8182F,-35.452955,149.116509,1
ID_TR_F37750,-36.6263,143.485,1
ID_TR_25E826,-36.998126,148.203921,0
ID_TR_A6FFAB,-33.026516,146.549922,0
ID_TR_9D962C,-38.445776,143.92623,0
ID_TR_A076D3,-38.044352,145.374923,1
ID_TR_26BB29,-37.11288,141.687529,0
ID_TR_AD91B4,-36.291378,144.798742,1
ID_TR_A969E1,-36.408647,149.212939,0
ID_TR_92F253,-38.108782,144.075563,0
ID_TR_853FFF,-37.394109,143.78561,0
ID_TR_06B6FF,-38.7021,145.864,1
ID_TR_DC85E6,-33.548045,150.640637,0
ID_TR_627D68,-37.664429,144.76206,0
ID_TR_0F33F8,-37.891767,143.363298,1
ID_TR_B66CFD,-37.139712,142.824687,0
ID_TR_CD85C8,-37.286163,144.777255,1
ID_TR_AC61CF,-34.2911,149.73607,1
ID_TR_87A12C,-36.140453,148.934777,0
ID_TR_145F16,-35.239609,150.302898,1
ID_TR_148C02,-37.730797,149.333753,0
ID_TR_F37C3C,-35.37298,148.258302,1
ID_TR_B3C1D7,-37.725284,142.717823,0
ID_TR_2F06B9,-33.782837,151.017019,1
ID_TR_75E4F8,-37.7367,145.56743,0
ID_TR_7FC4B2,-37.5084,144.562,1
ID_TR_E4D772,-36.1139,150.055,1
ID_TR_46DF9D,-35.4,150.4,1
ID_TR_6DBF6C,-35.9081,150.066,1
ID_TR_0BD5A1,-37.491965,148.929876,0
ID_TR_8947D9,-38.129059,147.080975,1
ID_TR_F20595,-38.420384,144.843241,0
ID_TR_40D685,-36.712252,145.719429,0
ID_TR_D00584,-36.280765,143.09214,0
ID_TR_A42044,-38.457259,145.199967,1
ID_TR_9FD7C2,-38.2193,145.074,1
ID_TR_440934,-37.596797,144.237937,1
ID_TR_42107C,-37.069043,143.471923,0
ID_TR_96FF9F,-37.88844,141.152688,0
ID_TR_8BBBAD,-32.733993,146.586261,0
ID_TR_075CF4,-37.947898,143.307536,1
ID_TR_AE56F0,-35.171927,144.045145,1
ID_TR_81C2A9,-38.368816,144.251473,1
ID_TR_D51B4B,-37.215885,143.277289,0
ID_TR_9ADD38,-35.576,149.137,1
ID_TR_44A613,-34.385446,146.31245,0
ID_TR_496841,-38.374933,145.985948,1
ID_TR_81D5A1,-37.893215,145.32474,1
ID_TR_CAC14D,-36.8947,145.896,1
ID_TR_69A674,-34.723452,145.969292,0
ID_TR_E582BC,-35.730644,146.56378,0
ID_TR_A957D2,-33.098993,147.190345,0
ID_TR_1BA44B,-35.358558,143.504035,0
ID_TR_D2C924,-37.6699,140.948,1
ID_TR_587DAF,-37.748742,145.257802,1
ID_TR_459879,-37.357452,144.640764,1
ID_TR_8F1196,-35.4004,149.199,1
ID_TR_657FF2,-37.554795,143.823174,1
ID_TR_D2FAAD,-35.264221,150.333121,1
ID_TR_CCC257,-36.159912,140.752365,0
ID_TR_F2DE40,-38.099333,143.801554,1
ID_TR_EE8B25,-37.753547,145.350866,1
ID_TR_3D8CB2,-38.212047,143.156767,1
ID_TR_F45A77,-37.968497,143.331329,1
ID_TR_435DC9,-37.665154,142.841664,0
ID_TR_21BA73,-38.653389,146.211096,1
ID_TR_D790AD,-32.175076,148.745023,0
ID_TR_E23688,-37.589638,144.702886,1
ID_TR_FF7B38,-34.371376,150.7248,0
ID_TR_BF59DA,-33.5384,149.723,1
ID_TR_3727E8,-37.7325,145.161,1
ID_TR_EB9BEB,-36.86613,148.943819,0
ID_TR_6A9437,-34.496622,150.435882,1
ID_TR_FDFD41,-34.250457,150.578525,1
ID_TR_D50E10,-34.801743,146.671662,0
ID_TR_1F6B68,-33.726631,150.341906,1
ID_TR_7E0CC8,-35.977661,141.603607,0
ID_TR_0F750A,-37.43177,144.034022,0
ID_TR_9D374D,-37.520188,143.818705,0
ID_TR_34BAC5,-37.226349,144.705158,1
ID_TR_B388E7,-33.6731,148.534,1
ID_TR_9399B3,-34.1574,150.799,1
ID_TR_FF1F0A,-33.755,150.74,1
ID_TR_550D72,-37.7093,145.026,1
ID_TR_1B8C74,-33.843479,148.025105,0
ID_TR_052399,-37.4858,145.083,1
ID_TR_6918FA,-36.790465,142.516641,0
ID_TR_93A2BE,-37.879902,147.887747,1
ID_TR_6F2211,-38.163114,146.023047,0
ID_TR_431EE8,-38.078433,143.267019,1
ID_TR_270C85,-36.719574,146.945932,1
ID_TR_ECF1E8,-35.715609,148.81538,0
ID_TR_3395C1,-37.371829,142.131847,0
ID_TR_5D4848,-35.723018,149.237948,0
ID_TR_4C3C2A,-35.541376,150.376943,1
ID_TR_F37197,-35.708259,148.888982,1
ID_TR_7C218B,-37.088872,145.727853,0
ID_TR_87A07C,-34.0179,150.838,1
ID_TR_B99ED8,-35.293172,150.416357,1
ID_TR_C3BD85,-34.7642,149.762,1
ID_TR_911FFF,-32.259002,148.584989,1
ID_TR_6201DB,-38.5288,143.54,1
ID_TR_BDF90D,-35.681341,148.469934,0
ID_TR_948B8C,-33.556678,149.995378,0
ID_TR_D2335E,-34.496574,150.776935,1
ID_TR_545F21,-35.0375,150.668,1
ID_TR_90E902,-37.2221,144.374,1
ID_TR_50B659,-34.007182,149.809261,0
ID_TR_2C774D,-38.0812,145.723,1
ID_TR_0FCD02,-34.719226,146.703298,0
ID_TR_D6D4F0,-37.472868,144.31994,1
ID_TR_360152,-34.54,150.299,1
ID_TR_108FEB,-33.7573,148.416,1
ID_TR_4313CE,-36.001573,146.115132,0
ID_TR_E7BAAD,-34.555201,148.426632,1
ID_TR_95317A,-38.481704,145.220223,1
ID_TR_F441F6,-36.692172,148.841518,0
ID_TR_7E4FE5,-35.336041,149.261119,1
ID_TR_ACC4D5,-37.108001,142.401148,1
ID_TR_15895E,-34.462298,146.000878,0
ID_TR_B09AA0,-37.838659,145.222666,1
ID_TR_F9D3FF,-36.480356,141.253695,0
ID_TR_EDCDF2,-35.9,150.0,1
ID_TR_F8DDF7,-33.442868,150.640739,1
ID_TR_95DDE5,-31.4365,149.054,1
ID_TR_F73C37,-33.52771,150.21084,1
ID_TR_BEA139,-33.262628,147.22979,0
ID_TR_EF478A,-32.177,149.795,1
ID_TR_93D56C,-33.613267,148.354662,0
ID_TR_817131,-37.3935,144.112,1
ID_TR_4EBD5F,-36.559534,147.640751,0
ID_TR_424C9F,-38.6818,146.479,1
ID_TR_80A545,-33.713967,150.90762,1
ID_TR_0B8427,-37.895991,140.616575,0
ID_TR_8F8E97,-37.4034,144.453,1
ID_TR_610436,-36.370936,147.11809,1
ID_TR_D3E5D4,-37.913879,144.747857,1
ID_TR_578E7B,-37.128778,148.94358,0
ID_TR_855A84,-33.974378,145.150853,0
ID_TR_46A086,-33.7289,148.941,1
ID_TR_C58F50,-36.337705,145.936818,0
ID_TR_09E1FD,-36.933466,144.927673,0
ID_TR_6CEBFA,-33.71051,150.623676,1
ID_TR_C85B1C,-38.4373,145.956,1
ID_TR_B26755,-34.082029,147.484476,0
ID_TR_48FC7F,-37.590467,143.265227,0
ID_TR_580CF5,-33.669198,148.897468,1
ID_TR_CAACD0,-37.8262,145.145,1
ID_TR_0C4FE5,-37.052266,144.479369,0
ID_TR_67E3BA,-35.433905,149.325047,0
ID_TR_B266BD,-34.269529,149.162283,0
ID_TR_213F26,-37.330706,145.736724,0
ID_TR_0762F0,-37.80789,145.450732,1
ID_TR_C2D7A6,-38.5521,143.538,1
ID_TR_77A470,-35.720484,146.377633,0
ID_TR_58FA5C,-34.495368,150.774851,1
ID_TR_B4FBD0,-34.374544,144.433228,0
ID_TR_6E8954,-37.90213,145.266208,1
ID_TR_BFA915,-34.579212,150.772206,1
ID_TR_0AD3CC,-36.80734,145.312834,1
ID_TR_E56198,-34.108166,151.038436,1
ID_TR_459CCE,-32.468161,150.047691,0
ID_TR_BB15FD,-33.674994,149.766228,1
ID_TR_2C99EE,-35.1101,150.232,1
ID_TR_2CDDCE,-36.305448,142.328694,0
ID_TR_0718BF,-36.295027,142.342477,0
ID_TR_1C9969,-37.952079,145.36704,1
ID_TR_61F684,-33.670802,146.377926,0
ID_TR_D3158E,-37.6961,140.73,1
ID_TR_9F1831,-33.4286,150.085,1
ID_TR_FC35D3,-34.0587,151.012,1
ID_TR_F0A534,-37.91783,143.343926,1
ID_TR_409B33,-36.867776,147.264999,1
ID_TR_A1AC77,-34.481506,150.489724,1
ID_TR_7A569F,-33.814,151.02,1
ID_TR_0F9EF1,-33.512719,145.308862,0
ID_TR_1E7577,-37.801727,145.280029,1
ID_TR_4F6A46,-37.9502,145.504,1
ID_TR_EC2CFC,-33.930512,150.832156,1
ID_TR_0A3554,-37.205547,144.48067,1
ID_TR_4B8673,-36.401427,142.042105,0
ID_TR_F7FD54,-36.143313,140.811158,0
ID_TR_265F36,-36.15248,145.992828,0
ID_TR_90172D,-37.4035,144.453,1
ID_TR_A9770C,-35.765931,143.494222,0
ID_TR_A9F1F0,-37.5809,145.216,1
ID_TR_49FF17,-37.476819,144.293167,1
ID_TR_B817D2,-37.80241,148.122267,0
ID_TR_10563A,-36.840979,144.939491,0
ID_TR_BA96AB,-37.1,143.7,1
ID_TR_2C7799,-37.7962,145.112,1
ID_TR_9E39A1,-34.655004,146.264468,0
ID_TR_3BDF8D,-35.1794,149.116,1
ID_TR_C7B43B,-34.6177,148.402,1
ID_TR_4A2A81,-35.406,149.496,1
ID_TR_76F234,-36.665603,144.407205,0
ID_TR_E70296,-36.127703,143.532705,0
ID_TR_CABB22,-32.670443,149.103051,0
ID_TR_3494CF,-37.184621,144.915351,0
ID_TR_E758E9,-37.899841,145.205975,1
ID_TR_8D7D49,-33.1278,147.561,1
ID_TR_BFA2FE,-37.145303,144.169713,1
ID_TR_D3CEC0,-31.28424,148.606331,0
ID_TR_988DCB,-36.625881,143.929531,0
ID_TR_2CB2DE,-34.9922,150.61,1
ID_TR_DF317B,-35.344579,149.858595,1
ID_TR_7D5A56,-35.599191,146.82676,0
ID_TR_DAEDE6,-33.0328,150.035,1
ID_TR_965B3C,-32.513906,147.497034,0
ID_TR_539644,-38.441643,143.577826,0
ID_TR_E5F50D,-38.3426,145.082,1
ID_TR_B5968D,-34.695344,145.733815,0
ID_TR_57BD97,-38.017972,143.456542,1
ID_TR_64D47A,-37.9251,147.217,1
ID_TR_2F2C0F,-37.807688,145.263711,1
ID_TR_B1A45A,-33.7911,148.418,1
ID_TR_B17EE7,-36.005982,144.443353,0
ID_TR_2E66E3,-33.3249,149.097,1
ID_TR_939073,-37.8648,144.883,1
ID_TR_4D99B3,-37.0484,143.811,1
ID_TR_86BDE3,-37.734988,145.065961,1
ID_TR_5184C0,-38.504854,145.616992,0
ID_TR_985A91,-36.8628,147.309,1
ID_TR_2A582B,-34.8,150.6,1
ID_TR_938489,-37.387278,144.320304,1
ID_TR_1871AC,-38.3409,146.323,1
ID_TR_2577E9,-36.121429,147.092737,1
ID_TR_7FA831,-38.087756,145.739321,1
ID_TR_2821F2,-37.6052,141.697,1
ID_TR_BD64EF,-35.309081,148.772293,0
ID_TR_020230,-32.732208,148.970771,0
ID_TR_863107,-34.122551,145.343333,0
ID_TR_42FF1E,-35.378113,149.283045,1
ID_TR_C2D553,-33.9545,150.998,1
ID_TR_15E997,-36.54777,149.667813,0
ID_TR_A267DF,-34.2,150.9,1
ID_TR_AE7FDF,-35.610672,143.590357,0
ID_TR_8CBD3F,-35.292,150.2,1
ID_TR_43E0E6,-37.597475,144.234512,1
ID_TR_3080A9,-36.03259,146.910583,1
ID_TR_E4239B,-35.882646,145.492443,1
ID_TR_1B487C,-32.945467,149.730047,0
ID_TR_78A04F,-37.527123,141.840711,0
ID_TR_53DA3A,-36.859042,143.53145,0
ID_TR_BD7539,-35.8105,146.459,1
ID_TR_6DC739,-34.496401,150.762648,1
ID_TR_AD443A,-37.786415,145.190836,0
ID_TR_335801,-35.691101,149.040478,0
ID_TR_F6FCD2,-36.965586,145.166215,0
ID_TR_BA9A38,-36.681763,144.309884,1
ID_TR_F1DD9F,-33.354772,149.996075,1
ID_TR_0B93E7,-33.937716,150.987592,1
ID_TR_7C1B36,-34.738159,150.609965,1
ID_TR_97D28D,-34.186785,150.70965,1
ID_TR_E5267C,-33.7365,150.797,1
ID_TR_09F30E,-33.227091,147.652913,0
ID_TR_5F1639,-36.717124,148.888127,0
ID_TR_097A28,-36.19992,148.141698,0
ID_TR_7F2747,-37.952106,147.054522,1
ID_TR_041089,-36.87681,149.224469,0
ID_TR_9FAF40,-36.762654,147.088073,0
ID_TR_84749C,-34.808284,146.13872,0
ID_TR_CC7968,-32.77403,146.239902,0
ID_TR_357C5A,-36.669548,149.792239,1
ID_TR_307C53,-34.495447,150.774952,1
ID_TR_92E3B9,-38.368781,144.981651,1
ID_TR_180F48,-36.040975,150.009425,1
ID_TR_4FB59B,-36.822415,146.169876,0
ID_TR_CD0B96,-38.765991,143.463285,0
ID_TR_CBFB55,-36.846,149.908,1
ID_TR_697BD6,-36.7922,144.614,1
ID_TR_E44AAD,-36.508026,147.412927,1
ID_TR_5104E4,-36.983828,144.500527,0
ID_TR_F8F6DE,-37.407013,144.594586,1
ID_TR_1C5C85,-37.5344,145.268,1
ID_TR_CE1AAA,-37.073779,141.62558,0
ID_TR_B16F7C,-37.557402,146.668179,0
ID_TR_94FEE7,-32.74123,150.042673,1
ID_TR_C5054A,-35.402793,150.273321,0
ID_TR_A71692,-35.249482,144.138062,1
ID_TR_9CA6D3,-35.461761,149.089367,1
ID_TR_197E0B,-37.794,148.529,1
ID_TR_0BF4CE,-32.917896,148.546506,0
ID_TR_3C6D1F,-36.443831,148.548664,1
ID_TR_DB6B50,-37.0933,148.413,1
ID_TR_32CFDE,-32.634777,149.055038,0
ID_TR_61CC6F,-36.970517,147.413248,0
ID_TR_40E775,-33.617949,150.893597,1
